Prov_Name,Topic,Characteristic,Total
Newfoundland and Labrador,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",74100
Newfoundland and Labrador,Educational attainment,   University certificate or diploma below the bachelor level,14310
Newfoundland and Labrador,Educational attainment,"   University certificate, diploma or degree",47690
Newfoundland and Labrador,Educational attainment,Total population aged 15 to 24,65355
Newfoundland and Labrador,Educational attainment,"   No certificate, diploma or degree",28820
Newfoundland and Labrador,Educational attainment,   High school certificate or equivalent,24470
Newfoundland and Labrador,Educational attainment,   Apprenticeship or trades certificate or diploma,2395
Newfoundland and Labrador,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",4855
Newfoundland and Labrador,Educational attainment,   University certificate or diploma below the bachelor level,1015
Newfoundland and Labrador,Educational attainment,"   University certificate, diploma or degree",3800
Newfoundland and Labrador,Educational attainment,Total population aged 25 to 34,58260
Newfoundland and Labrador,Educational attainment,"   No certificate, diploma or degree",8525
Newfoundland and Labrador,Educational attainment,   High school certificate or equivalent,12530
Newfoundland and Labrador,Educational attainment,   Apprenticeship or trades certificate or diploma,6245
Newfoundland and Labrador,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",16825
Newfoundland and Labrador,Educational attainment,   University certificate or diploma below the bachelor level,2145
Newfoundland and Labrador,Educational attainment,"   University certificate, diploma or degree",11995
Newfoundland and Labrador,Educational attainment,Total population aged 35 to 64,232570
Newfoundland and Labrador,Educational attainment,"   No certificate, diploma or degree",66110
Newfoundland and Labrador,Educational attainment,   High school certificate or equivalent,44460
Newfoundland and Labrador,Educational attainment,   Apprenticeship or trades certificate or diploma,36735
Newfoundland and Labrador,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",47695
Newfoundland and Labrador,Educational attainment,   University certificate or diploma below the bachelor level,8770
Newfoundland and Labrador,Educational attainment,"   University certificate, diploma or degree",28805
Newfoundland and Labrador,Major field of study,Total population 15 years and over,422390
Newfoundland and Labrador,Major field of study,"   No postsecondary certificate, diploma or degree",234900
Newfoundland and Labrador,Major field of study,   Education,19090
Newfoundland and Labrador,Major field of study,"   Visual and performing arts, and communications technologies",2840
Newfoundland and Labrador,Major field of study,   Humanities,6450
Newfoundland and Labrador,Major field of study,   Social and behavioural sciences and law,10505
Newfoundland and Labrador,Major field of study,"   Business, management and public administration",43510
Newfoundland and Labrador,Major field of study,   Physical and life sciences and technologies,4285
Newfoundland and Labrador,Major field of study,"   Mathematics, computer and information sciences",7980
Newfoundland and Labrador,Major field of study,"   Architecture, engineering, and related technologies",46405
Newfoundland and Labrador,Major field of study,"   Agriculture, natural resources and conservation",3360
Newfoundland and Labrador,Major field of study,"   Health, parks, recreation and fitness",25635
Newfoundland and Labrador,Major field of study,"   Personal, protective and transportation services",17405
Newfoundland and Labrador,Major field of study,   Other,10
Newfoundland and Labrador,Location of study,Total population 15 years and over,422385
Newfoundland and Labrador,Location of study,"   No postsecondary certificate, diploma or degree",234905
Newfoundland and Labrador,Location of study,"   Postsecondary certificate, diploma or degree",187480
Newfoundland and Labrador,Location of study,      Inside Canada,182125
Newfoundland and Labrador,Location of study,      Outside Canada,5355
Newfoundland and Labrador,Labour force activity,Total population 15 years and over,422385
Newfoundland and Labrador,Labour force activity,   In the labour force,248685
Newfoundland and Labrador,Labour force activity,      Employed,202525
Newfoundland and Labrador,Labour force activity,      Unemployed,46150
Newfoundland and Labrador,Labour force activity,   Not in the labour force,173705
Newfoundland and Labrador,Labour force activity,Participation rate,58.9
Newfoundland and Labrador,Labour force activity,Employment rate,47.9
Newfoundland and Labrador,Labour force activity,Unemployment rate,18.6
Newfoundland and Labrador,Occupation,Total experienced labour force 15 years and over,241880
Newfoundland and Labrador,Occupation,   A  Management occupations,18570
Newfoundland and Labrador,Occupation,"   B  Business, finance and administration occupations",35775
Newfoundland and Labrador,Occupation,   C  Natural and applied sciences and related occupations,13865
Newfoundland and Labrador,Occupation,   D  Health occupations,15045
Newfoundland and Labrador,Occupation,"   E  Occupations in social science, education, government service and religion",19795
Newfoundland and Labrador,Occupation,"   F  Occupations in art, culture, recreation and sport",4570
Newfoundland and Labrador,Occupation,   G  Sales and service occupations,61120
Newfoundland and Labrador,Occupation,"   H  Trades, transport and equipment operators and related occupations",42140
Newfoundland and Labrador,Occupation,   I  Occupations unique to primary industry,17310
Newfoundland and Labrador,Occupation,"   J  Occupations unique to processing, manufacturing and utilities",13690
Newfoundland and Labrador,Industry,Total experienced labour force 15 years and over,241880
Newfoundland and Labrador,Industry,   Agriculture and other resource-based industries,24500
Newfoundland and Labrador,Industry,   Construction,16985
Newfoundland and Labrador,Industry,   Manufacturing,22485
Newfoundland and Labrador,Industry,   Wholesale trade,6630
