GEO_NAME,CHARACTERISTIC_NAME,Total
Canada,  Scottish,4392200
Canada,"  French, n.o.s.",3985945
Canada,  German,2955695
Canada,  Chinese,1713870
Canada,  Italian,1546390
Canada,  Indian (India),1347715
Canada,  Ukrainian,1258635
Canada,  Dutch,988585
Canada,  Polish,982820
Canada,  Qu3b3cois,981635
Canada,"  British Isles, n.o.s.",938950
Canada,  Filipino,925490
Canada,  French Canadian,906315
Canada,"  Caucasian (White), n.o.s.",691260
Canada,"  First Nations (North American Indian), n.o.s.",632340
Canada,  M3tis,560335
Canada,"  European, n.o.s.",551910
Canada,  Russian,548140
Canada,  Norwegian,466500
Canada,  Welsh,455720
Canada,  Portuguese,448305
Canada,  American,353495
Canada,  Spanish,342040
Canada,  Swedish,334505
Canada,  Hungarian,320150
Canada,  Acadian,305170
Canada,  Pakistani,303260
Canada,"  African, n.o.s.",301955
Canada,  Jewish,282015
Canada,  Punjabi,279950
Canada,  Vietnamese,275530
Canada,"  Arab, n.o.s.",263710
Canada,  Greek,262140
Canada,  Jamaican,249070
Canada,"  Asian, n.o.s.",226220
Canada,"  Cree, n.o.s.",219855
Canada,  Korean,217650
Canada,  Romanian,215885
Canada,  Lebanese,210605
Canada,  Iranian,200465
Canada,"  Christian, n.i.e.",200340
Canada,  Danish,196945
Canada,"  North American Indigenous, n.o.s.",194840
Canada,  Sikh,194640
Canada,  Austrian,189535
Canada,  Belgian,182175
Canada,  Haitian,178990
Canada,  Hindu,166160
Canada,  Mexican,155495
Canada,  Mennonite,155095
Canada,  Swiss,145570
Canada,  Finnish,144055
Canada,  Sri Lankan,132410
Canada,  Croatian,130820
Canada,  Japanese,129425
Canada,"  South Asian, n.o.s.",120125
Canada,"  Mi'kmaq, n.o.s.",111605
Canada,"  Northern European, n.o.s.",110735
Canada,  Muslim,105620
Canada,  Egyptian,105245
Canada,"  Latin, Central or South American, n.o.s.",104765
Canada,  Tamil,102170
Canada,  Icelandic,101990
Canada,  Colombian,100555
Canada,  Moroccan,99980
Canada,  Czech,98925
Canada,  Syrian,98250
Canada,  Guyanese,97210
Canada,  Afghan,96810
Canada,"  Black, n.o.s.",94585
Canada,  Serbian,93360
Canada,  Ojibway,92220
Canada,  Newfoundlander,91670
Canada,  Hong Konger,81680
Canada,  Ontarian,80555
Canada,  Persian,80340
Canada,  Trinidadian/Tobagonian,77405
Canada,  Turkish,76745
Canada,"  Inuit, n.o.s.",76675
Canada,  Bangladeshi,75425
Canada,  Algerian,73770
Canada,  Brazilian,71755
Canada,  Nigerian,69540
Canada,  Armenian,68850
Canada,  Slovak,68210
Canada,"  Eastern European, n.o.s.",66780
Canada,  Somali,65555
Canada,  Taiwanese,64020
Canada,  Iraqi,59300
Canada,  Salvadorean,59280
Canada,  African Caribbean,59050
Canada,"  East or Southeast Asian, n.o.s.",58870
Canada,"  West or Central Asian or Middle Eastern, n.o.s.",58840
Canada,"  Caribbean, n.o.s.",57195
Canada,  Algonquin,56070
Canada,"  West Indian, n.o.s.",52085
Canada,  Lithuanian,52040
Canada,  South African,49840
Canada,  Australian,46765
Canada,  Palestinian,45905
Canada,  Chilean,45685
Canada,  Congolese,45260
Canada,  Nova Scotian,44720
Canada,  Ethiopian,42545
Canada,"  Hispanic, n.o.s.",42405
Canada,  Peruvian,42295
Canada,  Yoruba,42075
Canada,  Cambodian (Khmer),41950
Canada,  Berber,41700
Canada,  Albanian,41620
Canada,  Maltese,40670
Canada,  Macedonian,39440
Canada,  Slovenian,38595
Canada,"  Western European, n.o.s.",38520
Canada,  New Brunswicker,37670
Canada,  Gujarati,36970
Canada,  Eritrean,36290
Canada,  African Canadian,35395
Canada,  Israeli,35345
Canada,  Mohawk,33330
Canada,"  Czechoslovakian, n.o.s.",33135
Canada,  Bulgarian,33085
Canada,  Albertan,32575
Canada,  Ghanaian,31720
Canada,  Barbadian,31440
Canada,  African American,31430
Canada,"  Yugoslavian, n.o.s.",30565
Canada,  Tunisian,30465
Canada,"  Slavic, n.o.s.",30220
Canada,  Cuban,30065
Canada,  Bosnian,28490
Canada,  Venezuelan,28395
Canada,"  Innu/Montagnais, n.o.s.",28225
Canada,  Latvian,28140
Canada,  Bengali,26675
Canada,  Cameroonian,26535
Canada,  Guatemalan,26460
Canada,  Indonesian,26330
Canada,  Laotian,25875
Canada,  Ilocano,25575
Canada,  Northern Irish,25200
Canada,"  Celtic, n.o.s.",24420
Canada,  British Columbian,24325
Canada,  Ecuadorian,24255
Canada,  Franco Ontarian,24110
Canada,  Argentinian,23500
Canada,  Estonian,23455
Canada,  Kurdish,23130
Canada,  Fijian,23020
Canada,  Jatt,22785
Canada,"  North American, n.o.s.",22785
Canada,  Coptic,22570
Canada,  Thai,22275
Canada,  Dominican,22125
Canada,  Nepali,21975
Canada,  Kabyle,20565
Canada,  Assyrian,19685
Canada,  Igbo,19305
Canada,  Byelorussian,18850
Canada,"  Dene, n.o.s.",18745
Canada,"  Blackfoot, n.o.s.",18545
Canada,  Abenaki,18420
Canada,  Moldovan,18190
Canada,"  Iroquois (Haudenosaunee), n.o.s.",17955
Canada,  New Zealander,17755
Canada,  Sudanese,17485
Canada,  Breton,17465
Canada,  Pennsylvania Dutch,17315
Canada,  Malaysian,17050
Canada,  Plains Cree,16570
Canada,"  North African, n.o.s.",16315
Canada,  Huron (Wendat),15910
Canada,  Saskatchewanian,15780
Canada,  Buddhist,15660
Canada,  Gaspesian,15650
Canada,  Norman,15340
Canada,"  Southern or East African, n.o.s.",15055
Canada,  Ivorian,15010
Canada,  Saulteaux,14265
Canada,"  Anishinaabe, n.o.s.",14260
Canada,  Burundian,14110
Canada,  Tigrinya,13910
Canada,  Nicaraguan,13840
Canada,  Mauritian,13755
Canada,  Kenyan,13565
Canada,  Oji-Cree,13525
Canada,  Vincentian,13245
Canada,  Jordanian,13225
Canada,  Manitoban,13095
Canada,  Cape Bretoner,13065
Canada,  Rwandan,12890
Canada,  Grenadian,12890
Canada,  Malayali,12490
Canada,  Chaldean,12115
Canada,  Sinhalese,12080
Canada,  Mayan,11710
Canada,  Honduran,10920
Canada,  Cherokee,10825
Canada,  Qalipu Mi'kmaq,10750
Canada,  Indo-Caribbean,10490
Canada,  Flemish,10275
Canada,  United Empire Loyalist,10015
Canada,  Senegalese,9955
Canada,  Azerbaijani,9915
Canada,  Sicilian,9835
Canada,  Pashtun,9825
Canada,  Malay,9795
Canada,  Goan,9700
Canada,"  Bantu, n.o.s.",9455
Canada,  Tibetan,9350
Canada,  Zimbabwean,9165
Canada,  Burmese,9150
Canada,  Mongolian,9090
Canada,  Azorean,8970
Canada,  Atikamekw,8400
Canada,  Bamileke,8315
Canada,  Indo-Guyanese,8310
Canada,  Ugandan,8285
Canada,  Oromo,8255
Canada,  Tanzanian,8140
Canada,  Yemeni,8115
Canada,  Central African,8080
Canada,  Libyan,7945
Canada,  Basque,7745
Canada,  Uruguayan,7660
Canada,"  Akan, n.o.s.",7640
Canada,"  Central or West African, n.o.s.",7635
Canada,  Igorot,7535
Canada,  Fulani,7480
Canada,  Woodland Cree,7415
Canada,  Guinean,7390
Canada,  St. Lucian,7285
Canada,  Prince Edward Islander,7225
Canada,  Maliseet,7220
Canada,  Beninese,6810
Canada,  Telugu,6670
Canada,  Roma,6545
Canada,  Costa Rican,6500
Canada,  African Nova Scotian,6480
Canada,  Malagasy,6255
Canada,  Kashmiri,6165
Canada,  Singaporean,6060
Canada,  Karen,6050
Canada,  Edo,5985
Canada,  Tajik,5980
Canada,  Amhara,5945
Canada,  Paraguayan,5925
Canada,Total - Religion for the population in private households - 25% sample data,36328480
Canada,  Buddhist,356975
Canada,  Christian,19373325
Canada,"    Christian, n.o.s.",2760760
Canada,    Anabaptist,144145
Canada,    Anglican,1134315
Canada,    Baptist,436940
Canada,    Catholic,10880360
Canada,    Christian Orthodox,623010
Canada,    Jehovah's Witness,137255
Canada,    Latter Day Saints,87725
Canada,    Lutheran,328045
Canada,    Methodist and Wesleyan (Holiness),100655
Canada,    Pentecostal and other Charismatic,399025
Canada,    Presbyterian,301400
Canada,    Reformed,79870
Canada,    United Church,1214185
Canada,    Other Christian and Christian-related traditions,745650
Canada,  Hindu,828195
Canada,  Jewish,335295
Canada,  Muslim,1775715
Canada,  Sikh,771790
Canada,  Traditional (North American Indigenous) spirituality,80685
Canada,  Other religions and spiritual traditions,229015
Canada,  No religion and secular perspectives,12577475
Canada,Total - Mobility status 1 year ago - 25% sample data,35986480
Canada,  Non-movers,31600930
Canada,  Movers,4385555
Canada,    Non-migrants,2572400
Canada,    Migrants,1813155
Canada,      Internal migrants,1519200
Canada,        Intraprovincial migrants,1250235
Canada,        Interprovincial migrants,268965
Canada,      External migrants,293955
Canada,Total - Mobility status 5 years ago - 25% sample data,34504330
Canada,  Non-movers,21061090
Canada,  Movers,13443240
Canada,    Non-migrants,5773890
Canada,    Migrants,7669355
Canada,      Internal migrants,5976960
Canada,        Intraprovincial migrants,5055615
Canada,        Interprovincial migrants,921345
Canada,      External migrants,1692390
Canada,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,30335920
Canada,  No high school diploma or equivalency certificate,5474175
Canada,  With high school diploma or equivalency certificate,24861745
Canada,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data,19568265
Canada,  No high school diploma or equivalency certificate,2271360
Canada,  With high school diploma or equivalency certificate,17296905
Canada,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",30335915
Canada,"  No certificate, diploma or degree",4899580
Canada,  High (secondary) school diploma or equivalency certificate,8097295
Canada,"  Postsecondary certificate, diploma or degree",17339045
Canada,    Postsecondary certificate or diploma below bachelor level,9252800
Canada,      Apprenticeship or trades certificate or diploma,2641555
Canada,        Non-apprenticeship trades certificate or diploma,1458160
Canada,        Apprenticeship certificate,1183395
Canada,"      College, CEGEP or other non-university certificate or diploma",5714490
Canada,      University certificate or diploma below bachelor level,896755
Canada,    Bachelor's degree or higher,8086245
Canada,      Bachelor's degree,5295360
Canada,      University certificate or diploma above bachelor level,556510
Canada,"      Degree in medicine, dentistry, veterinary medicine or optometry",214105
Canada,      Master's degree,1740605
Canada,      Earned doctorate,279660
Canada,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",19568260
Canada,"  No certificate, diploma or degree",1931855
Canada,  High (secondary) school diploma or equivalency certificate,4501365
Canada,"  Postsecondary certificate, diploma or degree",13135045
Canada,    Postsecondary certificate or diploma below bachelor level,6703100
Canada,      Apprenticeship or trades certificate or diploma,1886510
Canada,        Non-apprenticeship trades certificate or diploma,1050285
Canada,        Apprenticeship certificate,836220
Canada,"      College, CEGEP or other non-university certificate or diploma",4193505
Canada,      University certificate or diploma below bachelor level,623090
Canada,    Bachelor's degree or higher,6431940
Canada,      Bachelor's degree,4177455
Canada,      University certificate or diploma above bachelor level,430875
Canada,"      Degree in medicine, dentistry, veterinary medicine or optometry",167730
Canada,      Master's degree,1446435
Canada,      Earned doctorate,209445
Canada,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,30335920
Canada,"  No postsecondary certificate, diploma or degree",12996870
Canada,  Education,1113015
Canada,    13. Education,1113015
Canada,"  Visual and performing arts, and communications technologies",631255
Canada,    10. Communications technologies/technicians and support services,74785
